image_path,name,kind,city,OSM,WikiData
data\Vladimir\Собор Успения Пресвятой Богородицы_35.jpg,Собор Успения Пресвятой Богородицы,"religion,cathedrals,churches,interesting_places,eastern_orthodox_churches",Владимир,relation/5606302,Q775487
data\Vladimir\Собор Успения Пресвятой Богородицы_37.jpg,Собор Успения Пресвятой Богородицы,"religion,cathedrals,churches,interesting_places,eastern_orthodox_churches",Владимир,relation/5606302,Q775487
data\Vladimir\Собор Успения Пресвятой Богородицы_4.jpg,Собор Успения Пресвятой Богородицы,"religion,cathedrals,churches,interesting_places,eastern_orthodox_churches",Владимир,relation/5606302,Q775487
data\Vladimir\Собор Успения Пресвятой Богородицы_40.jpg,Собор Успения Пресвятой Богородицы,"religion,cathedrals,churches,interesting_places,eastern_orthodox_churches",Владимир,relation/5606302,Q775487
data\Vladimir\Собор Успения Пресвятой Богородицы_41.jpg,Собор Успения Пресвятой Богородицы,"religion,cathedrals,churches,interesting_places,eastern_orthodox_churches",Владимир,relation/5606302,Q775487
data\Vladimir\Собор Успения Пресвятой Богородицы_42.jpg,Собор Успения Пресвятой Богородицы,"religion,cathedrals,churches,interesting_places,eastern_orthodox_churches",Владимир,relation/5606302,Q775487
data\Vladimir\Собор Успения Пресвятой Богородицы_43.jpg,Собор Успения Пресвятой Богородицы,"religion,cathedrals,churches,interesting_places,eastern_orthodox_churches",Владимир,relation/5606302,Q775487
data\Vladimir\Собор Успения Пресвятой Богородицы_45.jpg,Собор Успения Пресвятой Богородицы,"religion,cathedrals,churches,interesting_places,eastern_orthodox_churches",Владимир,relation/5606302,Q775487
data\Vladimir\Собор Успения Пресвятой Богородицы_46.jpg,Собор Успения Пресвятой Богородицы,"religion,cathedrals,churches,interesting_places,eastern_orthodox_churches",Владимир,relation/5606302,Q775487
data\Vladimir\Собор Успения Пресвятой Богородицы_47.jpg,Собор Успения Пресвятой Богородицы,"religion,cathedrals,churches,interesting_places,eastern_orthodox_churches",Владимир,relation/5606302,Q775487
data\Vladimir\Собор Успения Пресвятой Богородицы_48.jpg,Собор Успения Пресвятой Богородицы,"religion,cathedrals,churches,interesting_places,eastern_orthodox_churches",Владимир,relation/5606302,Q775487
data\Vladimir\Собор Успения Пресвятой Богородицы_49.jpg,Собор Успения Пресвятой Богородицы,"religion,cathedrals,churches,interesting_places,eastern_orthodox_churches",Владимир,relation/5606302,Q775487
data\Vladimir\Собор Успения Пресвятой Богородицы_5.jpg,Собор Успения Пресвятой Богородицы,"religion,cathedrals,churches,interesting_places,eastern_orthodox_churches",Владимир,relation/5606302,Q775487
data\Vladimir\Собор Успения Пресвятой Богородицы_50.jpg,Собор Успения Пресвятой Богородицы,"religion,cathedrals,churches,interesting_places,eastern_orthodox_churches",Владимир,relation/5606302,Q775487
data\Vladimir\Собор Успения Пресвятой Богородицы_51.jpg,Собор Успения Пресвятой Богородицы,"religion,cathedrals,churches,interesting_places,eastern_orthodox_churches",Владимир,relation/5606302,Q775487
data\Vladimir\Собор Успения Пресвятой Богородицы_55.jpg,Собор Успения Пресвятой Богородицы,"religion,cathedrals,churches,interesting_places,eastern_orthodox_churches",Владимир,relation/5606302,Q775487
data\Vladimir\Собор Успения Пресвятой Богородицы_57.jpg,Собор Успения Пресвятой Богородицы,"religion,cathedrals,churches,interesting_places,eastern_orthodox_churches",Владимир,relation/5606302,Q775487
data\Vladimir\Собор Успения Пресвятой Богородицы_58.jpg,Собор Успения Пресвятой Богородицы,"religion,cathedrals,churches,interesting_places,eastern_orthodox_churches",Владимир,relation/5606302,Q775487
data\Vladimir\Собор Успения Пресвятой Богородицы_6.jpg,Собор Успения Пресвятой Богородицы,"religion,cathedrals,churches,interesting_places,eastern_orthodox_churches",Владимир,relation/5606302,Q775487
data\Vladimir\Собор Успения Пресвятой Богородицы_7.jpg,Собор Успения Пресвятой Богородицы,"religion,cathedrals,churches,interesting_places,eastern_orthodox_churches",Владимир,relation/5606302,Q775487
data\Vladimir\Собор Успения Пресвятой Богородицы_8.jpg,Собор Успения Пресвятой Богородицы,"religion,cathedrals,churches,interesting_places,eastern_orthodox_churches",Владимир,relation/5606302,Q775487
data\Vladimir\Собор Успения Пресвятой Богородицы_9.jpg,Собор Успения Пресвятой Богородицы,"religion,cathedrals,churches,interesting_places,eastern_orthodox_churches",Владимир,relation/5606302,Q775487
data\Vladimir\Старая аптека_1.jpg,Старая аптека,"cultural,museums,interesting_places,history_museums",Владимир,node/5236023127,
data\Vladimir\Старая аптека_12.jpg,Старая аптека,"cultural,museums,interesting_places,history_museums",Владимир,node/5236023127,
data\Vladimir\Старая аптека_13.jpg,Старая аптека,"cultural,museums,interesting_places,history_museums",Владимир,node/5236023127,
data\Vladimir\Старая аптека_15.jpg,Старая аптека,"cultural,museums,interesting_places,history_museums",Владимир,node/5236023127,
data\Vladimir\Старая аптека_17.jpg,Старая аптека,"cultural,museums,interesting_places,history_museums",Владимир,node/5236023127,
data\Vladimir\Старая аптека_2.jpg,Старая аптека,"cultural,museums,interesting_places,history_museums",Владимир,node/5236023127,
data\Vladimir\Старая аптека_20.jpg,Старая аптека,"cultural,museums,interesting_places,history_museums",Владимир,node/5236023127,
data\Vladimir\Старая аптека_24.jpg,Старая аптека,"cultural,museums,interesting_places,history_museums",Владимир,node/5236023127,
data\Vladimir\Старая аптека_25.jpg,Старая аптека,"cultural,museums,interesting_places,history_museums",Владимир,node/5236023127,
data\Vladimir\Старая аптека_26.jpg,Старая аптека,"cultural,museums,interesting_places,history_museums",Владимир,node/5236023127,
data\Vladimir\Старая аптека_3.jpg,Старая аптека,"cultural,museums,interesting_places,history_museums",Владимир,node/5236023127,
data\Vladimir\Старая аптека_4.jpg,Старая аптека,"cultural,museums,interesting_places,history_museums",Владимир,node/5236023127,
data\Vladimir\Старая аптека_6.jpg,Старая аптека,"cultural,museums,interesting_places,history_museums",Владимир,node/5236023127,
data\Vladimir\Старая аптека_7.jpg,Старая аптека,"cultural,museums,interesting_places,history_museums",Владимир,node/5236023127,
data\Vladimir\Старая аптека_9.jpg,Старая аптека,"cultural,museums,interesting_places,history_museums",Владимир,node/5236023127,
data\Vladimir\Театр фольклора «Разгуляй»_1.jpg,Театр фольклора «Разгуляй»,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Владимир,node/1991927689,
data\Vladimir\Театр фольклора «Разгуляй»_10.jpg,Театр фольклора «Разгуляй»,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Владимир,node/1991927689,
data\Vladimir\Театр фольклора «Разгуляй»_16.jpg,Театр фольклора «Разгуляй»,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Владимир,node/1991927689,
data\Vladimir\Театр фольклора «Разгуляй»_18.jpg,Театр фольклора «Разгуляй»,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Владимир,node/1991927689,
data\Vladimir\Театр фольклора «Разгуляй»_2.jpg,Театр фольклора «Разгуляй»,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Владимир,node/1991927689,
data\Vladimir\Театр фольклора «Разгуляй»_22.jpg,Театр фольклора «Разгуляй»,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Владимир,node/1991927689,
data\Vladimir\Театр фольклора «Разгуляй»_23.jpg,Театр фольклора «Разгуляй»,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Владимир,node/1991927689,
data\Vladimir\Театр фольклора «Разгуляй»_24.jpg,Театр фольклора «Разгуляй»,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Владимир,node/1991927689,
data\Vladimir\Театр фольклора «Разгуляй»_27.jpg,Театр фольклора «Разгуляй»,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Владимир,node/1991927689,
data\Vladimir\Театр фольклора «Разгуляй»_4.jpg,Театр фольклора «Разгуляй»,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Владимир,node/1991927689,
data\Vladimir\Театр фольклора «Разгуляй»_9.jpg,Театр фольклора «Разгуляй»,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Владимир,node/1991927689,
data\Vladimir\Троицкая церковь_1.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_10.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_11.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_12.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_13.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_14.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_15.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_16.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_17.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_18.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_19.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_2.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_20.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_22.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_23.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_25.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_26.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_29.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_3.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_31.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_33.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_34.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_35.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_36.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_37.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_38.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_39.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_4.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_40.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_41.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_5.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_6.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_7.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_8.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Троицкая церковь_9.jpg,Троицкая церковь,"religion,churches,interesting_places,eastern_orthodox_churches",Владимир,way/131632302,Q9187382
data\Vladimir\Успенский Княгинин монастырь_1.jpg,Успенский Княгинин монастырь,"religion,monasteries,interesting_places",Владимир,relation/5471545,Q4478034
data\Vladimir\Успенский Княгинин монастырь_10.jpg,Успенский Княгинин монастырь,"religion,monasteries,interesting_places",Владимир,relation/5471545,Q4478034
data\Vladimir\Успенский Княгинин монастырь_11.jpg,Успенский Княгинин монастырь,"religion,monasteries,interesting_places",Владимир,relation/5471545,Q4478034
data\Vladimir\Успенский Княгинин монастырь_12.jpg,Успенский Княгинин монастырь,"religion,monasteries,interesting_places",Владимир,relation/5471545,Q4478034
data\Vladimir\Успенский Княгинин монастырь_13.jpg,Успенский Княгинин монастырь,"religion,monasteries,interesting_places",Владимир,relation/5471545,Q4478034
data\Vladimir\Успенский Княгинин монастырь_14.jpg,Успенский Княгинин монастырь,"religion,monasteries,interesting_places",Владимир,relation/5471545,Q4478034
data\Vladimir\Успенский Княгинин монастырь_15.jpg,Успенский Княгинин монастырь,"religion,monasteries,interesting_places",Владимир,relation/5471545,Q4478034
data\Vladimir\Успенский Княгинин монастырь_16.jpg,Успенский Княгинин монастырь,"religion,monasteries,interesting_places",Владимир,relation/5471545,Q4478034
data\Vladimir\Успенский Княгинин монастырь_17.jpg,Успенский Княгинин монастырь,"religion,monasteries,interesting_places",Владимир,relation/5471545,Q4478034
data\Vladimir\Успенский Княгинин монастырь_18.jpg,Успенский Княгинин монастырь,"religion,monasteries,interesting_places",Владимир,relation/5471545,Q4478034
data\Vladimir\Успенский Княгинин монастырь_19.jpg,Успенский Княгинин монастырь,"religion,monasteries,interesting_places",Владимир,relation/5471545,Q4478034
data\Vladimir\Успенский Княгинин монастырь_2.jpg,Успенский Княгинин монастырь,"religion,monasteries,interesting_places",Владимир,relation/5471545,Q4478034
data\Vladimir\Успенский Княгинин монастырь_21.jpg,Успенский Княгинин монастырь,"religion,monasteries,interesting_places",Владимир,relation/5471545,Q4478034
data\Vladimir\Успенский Княгинин монастырь_23.jpg,Успенский Княгинин монастырь,"religion,monasteries,interesting_places",Владимир,relation/5471545,Q4478034
data\Vladimir\Успенский Княгинин монастырь_24.jpg,Успенский Княгинин монастырь,"religion,monasteries,interesting_places",Владимир,relation/5471545,Q4478034
data\Vladimir\Успенский Княгинин монастырь_25.jpg,Успенский Княгинин монастырь,"religion,monasteries,interesting_places",Владимир,relation/5471545,Q4478034
data\Vladimir\Успенский Княгинин монастырь_26.jpg,Успенский Княгинин монастырь,"religion,monasteries,interesting_places",Владимир,relation/5471545,Q4478034
data\Vladimir\Успенский Княгинин монастырь_27.jpg,Успенский Княгинин монастырь,"religion,monasteries,interesting_places",Владимир,relation/5471545,Q4478034
data\Vladimir\Успенский Княгинин монастырь_3.jpg,Успенский Княгинин монастырь,"religion,monasteries,interesting_places",Владимир,relation/5471545,Q4478034
data\Vladimir\Успенский Княгинин монастырь_4.jpg,Успенский Княгинин монастырь,"religion,monasteries,interesting_places",Владимир,relation/5471545,Q4478034
data\Vladimir\Успенский Княгинин монастырь_5.jpg,Успенский Княгинин монастырь,"religion,monasteries,interesting_places",Владимир,relation/5471545,Q4478034
data\Vladimir\Успенский Княгинин монастырь_6.jpg,Успенский Княгинин монастырь,"religion,monasteries,interesting_places",Владимир,relation/5471545,Q4478034
data\Vladimir\Успенский Княгинин монастырь_8.jpg,Успенский Княгинин монастырь,"religion,monasteries,interesting_places",Владимир,relation/5471545,Q4478034
data\Vladimir\Успенский Княгинин монастырь_9.jpg,Успенский Княгинин монастырь,"religion,monasteries,interesting_places",Владимир,relation/5471545,Q4478034
data\Vladimir\Филёр_11.jpg,Филёр,"cultural,urban_environment,interesting_places,sculptures",Владимир,node/4440238992,
data\Vladimir\Филёр_12.jpg,Филёр,"cultural,urban_environment,interesting_places,sculptures",Владимир,node/4440238992,
data\Vladimir\Филёр_13.jpg,Филёр,"cultural,urban_environment,interesting_places,sculptures",Владимир,node/4440238992,
data\Vladimir\Филёр_14.jpg,Филёр,"cultural,urban_environment,interesting_places,sculptures",Владимир,node/4440238992,
data\Vladimir\Филёр_15.jpg,Филёр,"cultural,urban_environment,interesting_places,sculptures",Владимир,node/4440238992,
data\Vladimir\Филёр_17.jpg,Филёр,"cultural,urban_environment,interesting_places,sculptures",Владимир,node/4440238992,
data\Vladimir\Филёр_18.jpg,Филёр,"cultural,urban_environment,interesting_places,sculptures",Владимир,node/4440238992,
data\Vladimir\Филёр_19.jpg,Филёр,"cultural,urban_environment,interesting_places,sculptures",Владимир,node/4440238992,
data\Vladimir\Филёр_2.jpg,Филёр,"cultural,urban_environment,interesting_places,sculptures",Владимир,node/4440238992,
data\Vladimir\Филёр_20.jpg,Филёр,"cultural,urban_environment,interesting_places,sculptures",Владимир,node/4440238992,
data\Vladimir\Филёр_22.jpg,Филёр,"cultural,urban_environment,interesting_places,sculptures",Владимир,node/4440238992,
data\Vladimir\Филёр_23.jpg,Филёр,"cultural,urban_environment,interesting_places,sculptures",Владимир,node/4440238992,
data\Vladimir\Филёр_24.jpg,Филёр,"cultural,urban_environment,interesting_places,sculptures",Владимир,node/4440238992,
data\Vladimir\Филёр_25.jpg,Филёр,"cultural,urban_environment,interesting_places,sculptures",Владимир,node/4440238992,
data\Vladimir\Филёр_26.jpg,Филёр,"cultural,urban_environment,interesting_places,sculptures",Владимир,node/4440238992,
data\Vladimir\Филёр_27.jpg,Филёр,"cultural,urban_environment,interesting_places,sculptures",Владимир,node/4440238992,
data\Vladimir\Филёр_3.jpg,Филёр,"cultural,urban_environment,interesting_places,sculptures",Владимир,node/4440238992,
data\Vladimir\Филёр_4.jpg,Филёр,"cultural,urban_environment,interesting_places,sculptures",Владимир,node/4440238992,
data\Vladimir\Филёр_5.jpg,Филёр,"cultural,urban_environment,interesting_places,sculptures",Владимир,node/4440238992,
data\Vladimir\Филёр_6.jpg,Филёр,"cultural,urban_environment,interesting_places,sculptures",Владимир,node/4440238992,
data\Vladimir\Филёр_7.jpg,Филёр,"cultural,urban_environment,interesting_places,sculptures",Владимир,node/4440238992,
data\Vladimir\Филёр_8.jpg,Филёр,"cultural,urban_environment,interesting_places,sculptures",Владимир,node/4440238992,
data\Vladimir\Филёр_9.jpg,Филёр,"cultural,urban_environment,interesting_places,sculptures",Владимир,node/4440238992,
data\Vladimir\Храм Казанской иконы Божией Матери_1.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_10.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_12.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_13.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_14.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_15.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_16.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_17.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_18.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_19.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_2.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_20.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_21.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_22.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_23.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_24.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_25.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_26.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_27.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_28.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_29.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_3.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_30.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_4.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_5.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_6.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_7.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_8.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Храм Казанской иконы Божией Матери_9.jpg,Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",Владимир,,Q19916149
data\Vladimir\Центр классической музыки_10.jpg,Центр классической музыки,"theatres_and_entertainments,cultural,interesting_places,music_venues",Владимир,,
data\Vladimir\Центр классической музыки_11.jpg,Центр классической музыки,"theatres_and_entertainments,cultural,interesting_places,music_venues",Владимир,,
data\Vladimir\Центр классической музыки_12.jpg,Центр классической музыки,"theatres_and_entertainments,cultural,interesting_places,music_venues",Владимир,,
data\Vladimir\Центр классической музыки_14.jpg,Центр классической музыки,"theatres_and_entertainments,cultural,interesting_places,music_venues",Владимир,,
data\Vladimir\Центр классической музыки_18.jpg,Центр классической музыки,"theatres_and_entertainments,cultural,interesting_places,music_venues",Владимир,,
data\Vladimir\Центр классической музыки_19.jpg,Центр классической музыки,"theatres_and_entertainments,cultural,interesting_places,music_venues",Владимир,,
data\Vladimir\Центр классической музыки_20.jpg,Центр классической музыки,"theatres_and_entertainments,cultural,interesting_places,music_venues",Владимир,,
data\Vladimir\Центр классической музыки_21.jpg,Центр классической музыки,"theatres_and_entertainments,cultural,interesting_places,music_venues",Владимир,,
data\Vladimir\Центр классической музыки_22.jpg,Центр классической музыки,"theatres_and_entertainments,cultural,interesting_places,music_venues",Владимир,,
data\Vladimir\Центр классической музыки_23.jpg,Центр классической музыки,"theatres_and_entertainments,cultural,interesting_places,music_venues",Владимир,,
data\Vladimir\Центр классической музыки_24.jpg,Центр классической музыки,"theatres_and_entertainments,cultural,interesting_places,music_venues",Владимир,,
data\Vladimir\Центр классической музыки_25.jpg,Центр классической музыки,"theatres_and_entertainments,cultural,interesting_places,music_venues",Владимир,,
data\Vladimir\Центр классической музыки_26.jpg,Центр классической музыки,"theatres_and_entertainments,cultural,interesting_places,music_venues",Владимир,,
data\Vladimir\Центр классической музыки_27.jpg,Центр классической музыки,"theatres_and_entertainments,cultural,interesting_places,music_venues",Владимир,,
data\Vladimir\Центр классической музыки_29.jpg,Центр классической музыки,"theatres_and_entertainments,cultural,interesting_places,music_venues",Владимир,,
data\Vladimir\Центр классической музыки_30.jpg,Центр классической музыки,"theatres_and_entertainments,cultural,interesting_places,music_venues",Владимир,,
data\Vladimir\Центр классической музыки_7.jpg,Центр классической музыки,"theatres_and_entertainments,cultural,interesting_places,music_venues",Владимир,,
data\Vladimir\Центр классической музыки_8.jpg,Центр классической музыки,"theatres_and_entertainments,cultural,interesting_places,music_venues",Владимир,,
data\Vladimir\Центр классической музыки_9.jpg,Центр классической музыки,"theatres_and_entertainments,cultural,interesting_places,music_venues",Владимир,,
data\Vladimir\Церковь Александра Невского при мужской гимназии_14.jpg,Церковь Александра Невского при мужской гимназии,"religion,other_temples,interesting_places",Владимир,node/3833187861,
data\Vladimir\Церковь Александра Невского при мужской гимназии_15.jpg,Церковь Александра Невского при мужской гимназии,"religion,other_temples,interesting_places",Владимир,node/3833187861,
data\Vladimir\Церковь Александра Невского при мужской гимназии_18.jpg,Церковь Александра Невского при мужской гимназии,"religion,other_temples,interesting_places",Владимир,node/3833187861,
data\Vladimir\Церковь Александра Невского при мужской гимназии_19.jpg,Церковь Александра Невского при мужской гимназии,"religion,other_temples,interesting_places",Владимир,node/3833187861,
data\Vladimir\Церковь Александра Невского при мужской гимназии_2.jpg,Церковь Александра Невского при мужской гимназии,"religion,other_temples,interesting_places",Владимир,node/3833187861,
data\Vladimir\Церковь Александра Невского при мужской гимназии_21.jpg,Церковь Александра Невского при мужской гимназии,"religion,other_temples,interesting_places",Владимир,node/3833187861,
data\Vladimir\Церковь Александра Невского при мужской гимназии_23.jpg,Церковь Александра Невского при мужской гимназии,"religion,other_temples,interesting_places",Владимир,node/3833187861,
data\Vladimir\Церковь Александра Невского при мужской гимназии_24.jpg,Церковь Александра Невского при мужской гимназии,"religion,other_temples,interesting_places",Владимир,node/3833187861,
data\Vladimir\Церковь Александра Невского при мужской гимназии_27.jpg,Церковь Александра Невского при мужской гимназии,"religion,other_temples,interesting_places",Владимир,node/3833187861,
